Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,State,City,Region,Product ID,Category,Sub Category,Product Name,Quantity,Unit Price,Discount,Sales,Cost,Profit,Profit Margin,Payment Mode,Shipping Mode
ORD-20235290,2023-10-23,2023-10-26,CUST-9145,Customer 9145,Home Office,Germany,State_43,City_62,South,PROD-TEC-1134,Technology,Accessories,Accessories Product 41,7,144.96,0.13,882.81,650.76,232.05,0.2629,Credit Card,Same Day
ORD-20235291,2025-12-11,2025-12-18,CUST-1697,Customer 1697,Corporate,United States,State_13,City_50,Central,PROD-TEC-4809,Technology,Phones,Phones Product 41,7,270.64,0.23,1458.75,1042.84,415.91,0.2851,Bank Transfer,Second Class
ORD-20235292,2025-02-12,2025-02-18,CUST-8543,Customer 8543,Consumer,Australia,State_6,City_33,Central,PROD-OFF-7775,Office Supplies,Supplies,Supplies Product 47,4,482.2,0.23,1485.18,1141.55,343.63,0.2314,Debit Card,Standard Class
ORD-20235293,2023-08-14,2023-08-18,CUST-9819,Customer 9819,Corporate,Australia,State_1,City_37,West,PROD-FUR-6235,Furniture,Furnishings,Furnishings Product 43,10,43.28,0.28,311.62,192.33,119.29,0.3828,Bank Transfer,Second Class
ORD-20235294,2023-07-22,2023-07-27,CUST-7238,Customer 7238,Home Office,Germany,State_12,City_83,Central,PROD-OFF-9347,Office Supplies,Envelopes,Envelopes Product 15,4,328.1,0.24,997.42,770.83,226.59,0.2272,PayPal,Second Class
ORD-20235295,2024-09-15,2024-09-17,CUST-5931,Customer 5931,Home Office,United States,State_45,City_6,North,PROD-TEC-9929,Technology,Copiers,Copiers Product 18,10,61.33,0.17,509.04,269.53,239.51,0.4705,Bank Transfer,First Class
ORD-20235296,2025-08-05,2025-08-09,CUST-1719,Customer 1719,Home Office,France,State_20,City_78,South,PROD-TEC-1196,Technology,Accessories,Accessories Product 39,15,287.33,0.29,3060.06,1703.45,1356.61,0.4433,PayPal,First Class
ORD-20235297,2025-01-07,2025-01-09,CUST-8717,Customer 8717,Home Office,United States,State_46,City_72,North,PROD-OFF-6237,Office Supplies,Binders,Binders Product 16,10,376.54,0.02,3690.09,2845.57,844.52,0.2289,Cash on Delivery,Second Class
ORD-20235298,2023-02-25,2023-02-27,CUST-2965,Customer 2965,Home Office,Australia,State_20,City_84,East,PROD-TEC-7179,Technology,Phones,Phones Product 31,14,304.79,0.27,3114.95,1633.43,1481.52,0.4756,PayPal,First Class
ORD-20235299,2023-08-19,2023-08-20,CUST-1261,Customer 1261,Home Office,Germany,State_15,City_66,East,PROD-TEC-7524,Technology,Accessories,Accessories Product 2,2,57.36,0.26,84.89,44.39,40.5,0.4771,Bank Transfer,First Class
ORD-20235300,2024-12-22,2024-12-26,CUST-6684,Customer 6684,Consumer,Australia,State_15,City_7,North,PROD-OFF-7606,Office Supplies,Fasteners,Fasteners Product 24,5,297.77,0.25,1116.64,827.35,289.29,0.2591,Debit Card,Same Day
ORD-20235301,2025-01-29,2025-02-05,CUST-8645,Customer 8645,Consumer,United Kingdom,State_31,City_96,East,PROD-OFF-3575,Office Supplies,Binders,Binders Product 33,9,374.78,0.28,2428.57,1115.79,1312.78,0.5406,Debit Card,Standard Class
ORD-20235302,2023-12-29,2024-01-05,CUST-2752,Customer 2752,Consumer,United States,State_26,City_3,North,PROD-OFF-9254,Office Supplies,Paper,Paper Product 23,14,140.72,0.13,1713.97,689.96,1024.01,0.5974,Debit Card,Standard Class
ORD-20235303,2023-08-26,2023-08-28,CUST-2837,Customer 2837,Home Office,Germany,State_27,City_51,North,PROD-FUR-4662,Furniture,Labels,Labels Product 43,4,23.22,0.08,85.45,58.09,27.36,0.3202,Bank Transfer,Same Day
ORD-20235304,2023-09-14,2023-09-17,CUST-3002,Customer 3002,Consumer,Germany,State_11,City_66,West,PROD-OFF-5973,Office Supplies,Paper,Paper Product 36,2,346.94,0.03,673.06,348.28,324.78,0.4825,Bank Transfer,Standard Class
ORD-20235305,2023-09-26,2023-10-02,CUST-3697,Customer 3697,Home Office,United States,State_7,City_43,Central,PROD-TEC-9797,Technology,Phones,Phones Product 26,4,95.04,0.03,368.76,209.53,159.23,0.4318,PayPal,Second Class
ORD-20235306,2024-07-22,2024-07-28,CUST-2796,Customer 2796,Corporate,United States,State_21,City_52,North,PROD-FUR-4780,Furniture,Labels,Labels Product 38,4,299.41,0.05,1137.76,670.7,467.06,0.4105,Credit Card,Standard Class
ORD-20235307,2024-07-01,2024-07-04,CUST-6399,Customer 6399,Corporate,United Kingdom,State_37,City_83,Central,PROD-OFF-5195,Office Supplies,Storage,Storage Product 41,14,60.1,0.0,841.4,394.96,446.44,0.5306,Cash on Delivery,First Class
ORD-20235308,2024-12-29,2025-01-04,CUST-3659,Customer 3659,Consumer,France,State_38,City_47,East,PROD-FUR-9538,Furniture,Tables,Tables Product 49,14,174.58,0.05,2321.91,1704.69,617.22,0.2658,Debit Card,First Class
ORD-20235309,2023-12-17,2023-12-21,CUST-7938,Customer 7938,Home Office,Germany,State_46,City_47,South,PROD-FUR-6569,Furniture,Labels,Labels Product 32,5,303.76,0.07,1412.48,982.24,430.24,0.3046,Cash on Delivery,Standard Class
ORD-20235310,2024-08-16,2024-08-20,CUST-8238,Customer 8238,Consumer,Australia,State_17,City_77,Central,PROD-TEC-1320,Technology,Accessories,Accessories Product 7,11,178.1,0.12,1724.01,723.23,1000.78,0.5805,Bank Transfer,First Class
ORD-20235311,2024-10-06,2024-10-09,CUST-3129,Customer 3129,Corporate,Canada,State_35,City_18,East,PROD-TEC-8025,Technology,Machines,Machines Product 13,10,402.13,0.05,3820.24,2328.17,1492.07,0.3906,Bank Transfer,Standard Class
ORD-20235312,2024-10-11,2024-10-12,CUST-4536,Customer 4536,Home Office,Australia,State_33,City_85,East,PROD-TEC-6581,Technology,Copiers,Copiers Product 31,14,81.1,0.22,885.61,540.71,344.9,0.3894,Debit Card,First Class
ORD-20235313,2024-11-27,2024-11-29,CUST-4688,Customer 4688,Corporate,United States,State_20,City_58,North,PROD-FUR-6715,Furniture,Chairs,Chairs Product 13,4,478.1,0.15,1625.54,1051.54,574.0,0.3531,Credit Card,Second Class
ORD-20235314,2023-08-08,2023-08-15,CUST-4141,Customer 4141,Corporate,United States,State_8,City_91,East,PROD-OFF-6482,Office Supplies,Art,Art Product 47,8,384.54,0.14,2645.64,1601.08,1044.56,0.3948,Debit Card,First Class
ORD-20235315,2023-06-21,2023-06-28,CUST-1980,Customer 1980,Corporate,United Kingdom,State_14,City_7,West,PROD-TEC-7836,Technology,Accessories,Accessories Product 2,11,217.16,0.25,1791.57,1427.14,364.43,0.2034,Debit Card,Same Day
ORD-20235316,2023-01-20,2023-01-21,CUST-3614,Customer 3614,Corporate,United Kingdom,State_46,City_18,West,PROD-TEC-8091,Technology,Phones,Phones Product 24,14,418.42,0.18,4803.46,2940.52,1862.94,0.3878,Cash on Delivery,Second Class
ORD-20235317,2023-04-11,2023-04-17,CUST-6088,Customer 6088,Corporate,United States,State_25,City_26,South,PROD-TEC-9600,Technology,Copiers,Copiers Product 10,11,174.09,0.1,1723.49,698.2,1025.29,0.5949,Debit Card,Standard Class
ORD-20235318,2024-12-06,2024-12-10,CUST-9021,Customer 9021,Consumer,Canada,State_22,City_35,North,PROD-TEC-8547,Technology,Phones,Phones Product 5,1,252.13,0.18,206.75,131.69,75.06,0.363,Cash on Delivery,Second Class
ORD-20235319,2025-12-18,2025-12-20,CUST-6754,Customer 6754,Corporate,United States,State_12,City_83,West,PROD-OFF-4006,Office Supplies,Binders,Binders Product 24,8,120.91,0.22,754.48,464.21,290.27,0.3847,PayPal,Second Class
ORD-20235320,2024-10-29,2024-11-04,CUST-7571,Customer 7571,Consumer,United States,State_7,City_30,South,PROD-OFF-3817,Office Supplies,Paper,Paper Product 11,11,11.86,0.04,125.24,69.29,55.95,0.4467,PayPal,Standard Class
ORD-20235321,2023-05-06,2023-05-09,CUST-3343,Customer 3343,Home Office,Germany,State_43,City_2,West,PROD-FUR-6805,Furniture,Tables,Tables Product 36,5,262.88,0.26,972.66,552.52,420.14,0.4319,Bank Transfer,Second Class
ORD-20235322,2025-08-01,2025-08-02,CUST-7367,Customer 7367,Home Office,Canada,State_6,City_22,West,PROD-TEC-1828,Technology,Phones,Phones Product 7,12,392.35,0.2,3766.56,2151.83,1614.73,0.4287,Credit Card,Standard Class
ORD-20235323,2023-07-01,2023-07-07,CUST-2564,Customer 2564,Home Office,Germany,State_12,City_5,East,PROD-TEC-8872,Technology,Copiers,Copiers Product 2,15,280.34,0.25,3153.82,1634.84,1518.98,0.4816,Credit Card,Standard Class
ORD-20235324,2023-05-23,2023-05-27,CUST-1770,Customer 1770,Home Office,Australia,State_12,City_98,South,PROD-TEC-3886,Technology,Accessories,Accessories Product 25,5,354.96,0.12,1561.82,956.76,605.06,0.3874,PayPal,Second Class
ORD-20235325,2025-05-20,2025-05-26,CUST-8960,Customer 8960,Corporate,France,State_3,City_44,North,PROD-FUR-9338,Furniture,Labels,Labels Product 45,3,224.62,0.06,633.43,415.1,218.33,0.3447,Credit Card,Same Day
ORD-20235326,2024-08-31,2024-09-06,CUST-1483,Customer 1483,Consumer,United Kingdom,State_46,City_46,North,PROD-OFF-1989,Office Supplies,Envelopes,Envelopes Product 49,3,76.8,0.02,225.79,161.63,64.16,0.2842,PayPal,Second Class
ORD-20235327,2025-04-10,2025-04-12,CUST-3915,Customer 3915,Home Office,Australia,State_35,City_11,West,PROD-TEC-8858,Technology,Machines,Machines Product 11,14,192.21,0.01,2664.03,1574.51,1089.52,0.409,PayPal,Same Day
ORD-20235328,2025-10-17,2025-10-19,CUST-8518,Customer 8518,Consumer,Germany,State_28,City_33,South,PROD-OFF-1662,Office Supplies,Binders,Binders Product 48,6,226.5,0.07,1263.87,981.2,282.67,0.2237,PayPal,Same Day
ORD-20235329,2024-07-08,2024-07-12,CUST-9328,Customer 9328,Corporate,United Kingdom,State_1,City_25,South,PROD-FUR-7187,Furniture,Bookcases,Bookcases Product 9,3,235.03,0.02,690.99,353.6,337.39,0.4883,Credit Card,First Class
ORD-20235330,2024-11-02,2024-11-07,CUST-3861,Customer 3861,Home Office,Germany,State_14,City_98,East,PROD-OFF-8809,Office Supplies,Envelopes,Envelopes Product 12,2,94.37,0.0,188.74,149.22,39.52,0.2094,Cash on Delivery,First Class
ORD-20235331,2023-11-08,2023-11-12,CUST-2675,Customer 2675,Consumer,Australia,State_19,City_21,Central,PROD-OFF-2215,Office Supplies,Binders,Binders Product 26,1,481.69,0.07,447.97,343.72,104.25,0.2327,Bank Transfer,First Class
ORD-20235332,2025-01-15,2025-01-19,CUST-4909,Customer 4909,Home Office,Germany,State_8,City_93,West,PROD-OFF-9381,Office Supplies,Art,Art Product 31,7,104.1,0.09,663.12,453.58,209.54,0.316,PayPal,Same Day
ORD-20235333,2023-02-16,2023-02-17,CUST-8833,Customer 8833,Consumer,France,State_45,City_38,North,PROD-OFF-2778,Office Supplies,Envelopes,Envelopes Product 32,10,295.7,0.24,2247.32,1447.19,800.13,0.356,Credit Card,Same Day
ORD-20235334,2024-01-27,2024-01-28,CUST-4034,Customer 4034,Corporate,Australia,State_5,City_90,West,PROD-OFF-5771,Office Supplies,Paper,Paper Product 25,14,204.77,0.06,2694.77,1631.74,1063.03,0.3945,Debit Card,Standard Class
ORD-20235335,2025-12-17,2025-12-18,CUST-3025,Customer 3025,Corporate,France,State_17,City_91,East,PROD-OFF-1388,Office Supplies,Appliances,Appliances Product 34,2,441.32,0.21,697.29,332.05,365.24,0.5238,Cash on Delivery,Second Class
ORD-20235336,2024-04-28,2024-05-05,CUST-9803,Customer 9803,Corporate,Canada,State_7,City_53,West,PROD-FUR-2844,Furniture,Labels,Labels Product 18,14,466.7,0.24,4965.69,3313.81,1651.88,0.3327,Bank Transfer,Same Day
ORD-20235337,2023-12-16,2023-12-23,CUST-1445,Customer 1445,Consumer,Germany,State_27,City_19,South,PROD-OFF-4031,Office Supplies,Art,Art Product 37,14,410.16,0.14,4938.33,2416.6,2521.73,0.5106,Bank Transfer,Same Day
ORD-20235338,2024-11-16,2024-11-22,CUST-6554,Customer 6554,Consumer,Canada,State_28,City_89,West,PROD-FUR-8043,Furniture,Tables,Tables Product 46,6,303.04,0.22,1418.23,570.37,847.86,0.5978,Bank Transfer,Second Class
ORD-20235339,2024-03-15,2024-03-21,CUST-3424,Customer 3424,Home Office,Canada,State_18,City_85,West,PROD-TEC-7136,Technology,Machines,Machines Product 6,7,375.88,0.07,2446.98,1370.07,1076.91,0.4401,Bank Transfer,First Class
ORD-20235340,2024-08-24,2024-08-25,CUST-2663,Customer 2663,Home Office,United States,State_45,City_28,South,PROD-OFF-3186,Office Supplies,Art,Art Product 1,3,127.79,0.04,368.04,243.89,124.15,0.3373,Credit Card,Standard Class
ORD-20235341,2023-03-21,2023-03-28,CUST-5688,Customer 5688,Consumer,Canada,State_29,City_5,West,PROD-TEC-7583,Technology,Phones,Phones Product 30,8,264.06,0.3,1478.74,893.31,585.43,0.3959,Debit Card,Same Day
ORD-20235342,2023-07-24,2023-07-26,CUST-3766,Customer 3766,Consumer,Australia,State_12,City_37,West,PROD-TEC-5494,Technology,Copiers,Copiers Product 44,15,209.76,0.21,2485.66,1875.23,610.43,0.2456,Credit Card,Standard Class
ORD-20235343,2023-10-11,2023-10-17,CUST-6478,Customer 6478,Corporate,France,State_26,City_1,West,PROD-OFF-9469,Office Supplies,Appliances,Appliances Product 24,13,214.62,0.06,2622.66,1501.08,1121.58,0.4276,Cash on Delivery,Second Class
ORD-20235344,2023-11-13,2023-11-16,CUST-3724,Customer 3724,Consumer,Germany,State_20,City_63,Central,PROD-OFF-5231,Office Supplies,Fasteners,Fasteners Product 27,11,124.02,0.08,1255.08,599.35,655.73,0.5225,Cash on Delivery,Standard Class
ORD-20235345,2025-07-29,2025-08-04,CUST-8198,Customer 8198,Corporate,United Kingdom,State_6,City_47,Central,PROD-TEC-9328,Technology,Phones,Phones Product 48,5,93.62,0.09,425.97,176.87,249.1,0.5848,Debit Card,Same Day
ORD-20235346,2025-12-15,2025-12-16,CUST-2224,Customer 2224,Consumer,Australia,State_30,City_47,North,PROD-FUR-2078,Furniture,Furnishings,Furnishings Product 35,4,167.21,0.04,642.09,389.53,252.56,0.3933,Credit Card,Second Class
ORD-20235347,2024-09-03,2024-09-09,CUST-6769,Customer 6769,Home Office,United States,State_47,City_38,West,PROD-TEC-6335,Technology,Copiers,Copiers Product 23,5,164.06,0.05,779.28,616.78,162.5,0.2085,PayPal,First Class
ORD-20235348,2025-07-28,2025-07-31,CUST-6322,Customer 6322,Consumer,United Kingdom,State_48,City_16,Central,PROD-FUR-7793,Furniture,Labels,Labels Product 34,10,318.99,0.18,2615.72,1502.59,1113.13,0.4256,Cash on Delivery,First Class
ORD-20235349,2024-09-24,2024-09-29,CUST-1985,Customer 1985,Corporate,United States,State_7,City_100,South,PROD-TEC-5524,Technology,Phones,Phones Product 27,9,373.13,0.1,3022.35,2076.84,945.51,0.3128,Bank Transfer,Same Day
ORD-20235350,2023-03-17,2023-03-21,CUST-8653,Customer 8653,Corporate,Australia,State_43,City_7,East,PROD-OFF-7660,Office Supplies,Art,Art Product 31,5,486.41,0.07,2261.81,1317.09,944.72,0.4177,PayPal,Same Day
ORD-20235351,2023-11-03,2023-11-09,CUST-4541,Customer 4541,Corporate,Australia,State_32,City_56,South,PROD-OFF-3185,Office Supplies,Art,Art Product 48,15,239.36,0.27,2620.99,1883.56,737.43,0.2814,Debit Card,First Class
ORD-20235352,2025-01-02,2025-01-09,CUST-3931,Customer 3931,Home Office,United Kingdom,State_41,City_65,North,PROD-TEC-8294,Technology,Accessories,Accessories Product 19,2,97.83,0.29,138.92,105.02,33.9,0.244,Bank Transfer,Standard Class
ORD-20235353,2024-07-11,2024-07-16,CUST-1570,Customer 1570,Corporate,France,State_24,City_11,Central,PROD-TEC-4613,Technology,Machines,Machines Product 38,6,59.3,0.05,338.01,137.09,200.92,0.5944,Credit Card,Same Day
ORD-20235354,2023-12-16,2023-12-22,CUST-4946,Customer 4946,Consumer,Australia,State_15,City_32,East,PROD-TEC-4824,Technology,Machines,Machines Product 44,10,51.77,0.14,445.22,342.77,102.45,0.2301,Cash on Delivery,Second Class
ORD-20235355,2024-01-19,2024-01-20,CUST-2221,Customer 2221,Corporate,France,State_7,City_88,West,PROD-TEC-6981,Technology,Accessories,Accessories Product 7,9,9.98,0.08,82.63,53.6,29.03,0.3513,PayPal,Standard Class
ORD-20235356,2023-03-23,2023-03-28,CUST-8078,Customer 8078,Corporate,Canada,State_8,City_19,South,PROD-FUR-5311,Furniture,Furnishings,Furnishings Product 25,2,358.73,0.23,552.44,348.52,203.92,0.3691,Bank Transfer,Standard Class
ORD-20235357,2024-01-05,2024-01-07,CUST-1622,Customer 1622,Home Office,Canada,State_23,City_55,Central,PROD-TEC-1025,Technology,Phones,Phones Product 45,8,470.57,0.04,3613.98,2481.71,1132.27,0.3133,Bank Transfer,Standard Class
ORD-20235358,2025-12-21,2025-12-25,CUST-7714,Customer 7714,Home Office,United States,State_31,City_25,Central,PROD-OFF-9875,Office Supplies,Storage,Storage Product 39,14,205.8,0.0,2881.2,2243.12,638.08,0.2215,Credit Card,Standard Class
ORD-20235359,2025-04-21,2025-04-27,CUST-8002,Customer 8002,Consumer,France,State_40,City_66,East,PROD-OFF-7267,Office Supplies,Supplies,Supplies Product 39,7,421.7,0.04,2833.82,1818.26,1015.56,0.3584,Cash on Delivery,Second Class
ORD-20235360,2023-08-08,2023-08-10,CUST-6985,Customer 6985,Home Office,France,State_8,City_73,East,PROD-OFF-1169,Office Supplies,Appliances,Appliances Product 20,11,481.86,0.02,5194.45,3501.17,1693.28,0.326,PayPal,Standard Class
ORD-20235361,2025-05-26,2025-05-31,CUST-3790,Customer 3790,Consumer,United Kingdom,State_48,City_46,South,PROD-FUR-8712,Furniture,Bookcases,Bookcases Product 30,4,389.5,0.09,1417.78,670.11,747.67,0.5274,Debit Card,Same Day
ORD-20235362,2024-03-28,2024-03-31,CUST-7996,Customer 7996,Consumer,Canada,State_1,City_19,East,PROD-OFF-2293,Office Supplies,Appliances,Appliances Product 12,3,95.7,0.21,226.81,142.24,84.57,0.3729,PayPal,Second Class
ORD-20235363,2024-03-10,2024-03-16,CUST-7370,Customer 7370,Corporate,United States,State_25,City_42,East,PROD-TEC-9789,Technology,Accessories,Accessories Product 6,11,496.01,0.01,5401.55,2197.16,3204.39,0.5932,Debit Card,Same Day
ORD-20235364,2023-12-04,2023-12-10,CUST-3279,Customer 3279,Consumer,France,State_47,City_35,North,PROD-TEC-7019,Technology,Copiers,Copiers Product 34,12,488.51,0.27,4279.35,1827.64,2451.71,0.5729,Cash on Delivery,Standard Class
ORD-20235365,2023-03-24,2023-03-27,CUST-7017,Customer 7017,Corporate,France,State_6,City_62,East,PROD-FUR-7750,Furniture,Furnishings,Furnishings Product 9,4,119.49,0.11,425.38,272.58,152.8,0.3592,Debit Card,First Class
ORD-20235366,2025-09-24,2025-09-28,CUST-8761,Customer 8761,Corporate,United States,State_2,City_93,East,PROD-TEC-9439,Technology,Copiers,Copiers Product 16,7,195.3,0.13,1189.38,722.6,466.78,0.3925,PayPal,Second Class
ORD-20235367,2025-10-10,2025-10-16,CUST-9805,Customer 9805,Consumer,Germany,State_46,City_22,West,PROD-FUR-5706,Furniture,Furnishings,Furnishings Product 34,15,190.45,0.08,2628.21,1300.87,1327.34,0.505,Bank Transfer,First Class
ORD-20235368,2025-01-28,2025-02-02,CUST-7444,Customer 7444,Consumer,France,State_31,City_91,North,PROD-TEC-5390,Technology,Accessories,Accessories Product 24,11,314.6,0.06,3252.96,2356.32,896.64,0.2756,Bank Transfer,Second Class
ORD-20235369,2024-01-19,2024-01-25,CUST-3259,Customer 3259,Corporate,Australia,State_32,City_80,West,PROD-FUR-1499,Furniture,Tables,Tables Product 37,3,136.21,0.07,380.03,244.76,135.27,0.3559,Debit Card,First Class
ORD-20235370,2025-03-12,2025-03-13,CUST-7941,Customer 7941,Consumer,Canada,State_46,City_8,South,PROD-FUR-7097,Furniture,Labels,Labels Product 9,11,359.81,0.2,3166.33,1553.41,1612.92,0.5094,Bank Transfer,Standard Class
ORD-20235371,2024-07-03,2024-07-10,CUST-7007,Customer 7007,Home Office,United Kingdom,State_8,City_45,Central,PROD-OFF-1891,Office Supplies,Fasteners,Fasteners Product 42,1,331.85,0.2,265.48,129.69,135.79,0.5115,Cash on Delivery,Standard Class
ORD-20235372,2025-07-15,2025-07-17,CUST-1481,Customer 1481,Corporate,Canada,State_14,City_93,North,PROD-OFF-2539,Office Supplies,Supplies,Supplies Product 9,4,296.96,0.11,1057.18,549.08,508.1,0.4806,Credit Card,Second Class
ORD-20235373,2024-09-25,2024-09-28,CUST-7917,Customer 7917,Corporate,United States,State_7,City_8,Central,PROD-OFF-5248,Office Supplies,Storage,Storage Product 26,12,152.91,0.22,1431.24,839.11,592.13,0.4137,Cash on Delivery,Standard Class
ORD-20235374,2025-07-22,2025-07-28,CUST-8097,Customer 8097,Corporate,Canada,State_42,City_22,North,PROD-TEC-3093,Technology,Accessories,Accessories Product 29,7,259.21,0.15,1542.3,1149.29,393.01,0.2548,PayPal,Second Class
ORD-20235375,2023-03-16,2023-03-22,CUST-7964,Customer 7964,Home Office,Australia,State_4,City_79,South,PROD-TEC-4994,Technology,Phones,Phones Product 34,5,350.2,0.2,1400.8,831.24,569.56,0.4066,Cash on Delivery,First Class
ORD-20235376,2024-04-21,2024-04-23,CUST-9401,Customer 9401,Home Office,Canada,State_30,City_91,East,PROD-FUR-6494,Furniture,Chairs,Chairs Product 48,2,407.83,0.04,783.03,596.88,186.15,0.2377,PayPal,Second Class
ORD-20235377,2024-06-06,2024-06-08,CUST-1273,Customer 1273,Home Office,Canada,State_22,City_68,South,PROD-TEC-8488,Technology,Phones,Phones Product 22,4,420.48,0.16,1412.81,700.77,712.04,0.504,PayPal,First Class
ORD-20235378,2025-07-02,2025-07-03,CUST-7880,Customer 7880,Consumer,Canada,State_5,City_90,Central,PROD-TEC-1377,Technology,Accessories,Accessories Product 2,4,309.52,0.01,1225.7,569.5,656.2,0.5354,PayPal,First Class
ORD-20235379,2023-08-14,2023-08-21,CUST-2741,Customer 2741,Corporate,Australia,State_31,City_91,East,PROD-FUR-5547,Furniture,Furnishings,Furnishings Product 48,6,463.59,0.14,2392.12,1492.54,899.58,0.3761,Bank Transfer,Second Class
ORD-20235380,2023-06-16,2023-06-21,CUST-8182,Customer 8182,Consumer,Australia,State_34,City_15,North,PROD-FUR-1685,Furniture,Tables,Tables Product 21,13,365.58,0.05,4514.91,2679.11,1835.8,0.4066,Cash on Delivery,Standard Class
ORD-20235381,2023-01-26,2023-02-02,CUST-9881,Customer 9881,Consumer,France,State_39,City_60,West,PROD-FUR-4300,Furniture,Furnishings,Furnishings Product 10,8,36.7,0.06,275.98,132.49,143.49,0.5199,Cash on Delivery,First Class
ORD-20235382,2024-10-27,2024-11-03,CUST-6015,Customer 6015,Consumer,Canada,State_45,City_40,Central,PROD-OFF-8215,Office Supplies,Appliances,Appliances Product 18,15,183.39,0.02,2695.83,1371.39,1324.44,0.4913,PayPal,Standard Class
ORD-20235383,2023-01-17,2023-01-19,CUST-8221,Customer 8221,Corporate,United States,State_17,City_24,Central,PROD-OFF-1976,Office Supplies,Paper,Paper Product 48,6,446.13,0.13,2328.8,1518.5,810.3,0.3479,Credit Card,Standard Class
ORD-20235384,2024-10-11,2024-10-16,CUST-4088,Customer 4088,Home Office,France,State_18,City_41,East,PROD-FUR-6243,Furniture,Labels,Labels Product 6,11,245.79,0.19,2189.99,1312.39,877.6,0.4007,Debit Card,Second Class
ORD-20235385,2025-10-08,2025-10-15,CUST-1234,Customer 1234,Home Office,Canada,State_27,City_100,East,PROD-TEC-3742,Technology,Phones,Phones Product 25,13,393.45,0.14,4398.77,3143.12,1255.65,0.2855,Cash on Delivery,Same Day
ORD-20235386,2024-07-27,2024-07-31,CUST-5418,Customer 5418,Corporate,Germany,State_40,City_88,Central,PROD-OFF-7925,Office Supplies,Storage,Storage Product 16,7,375.75,0.08,2419.83,1391.72,1028.11,0.4249,Bank Transfer,Standard Class
ORD-20235387,2024-02-19,2024-02-21,CUST-1758,Customer 1758,Consumer,Germany,State_36,City_57,Central,PROD-FUR-8796,Furniture,Chairs,Chairs Product 3,9,197.35,0.05,1687.34,1017.61,669.73,0.3969,Credit Card,Second Class
ORD-20235388,2025-02-16,2025-02-17,CUST-5003,Customer 5003,Consumer,United States,State_35,City_42,Central,PROD-FUR-8871,Furniture,Tables,Tables Product 41,11,328.16,0.18,2960.0,1511.1,1448.9,0.4895,Debit Card,Second Class
ORD-20235389,2023-02-01,2023-02-04,CUST-4143,Customer 4143,Corporate,Germany,State_8,City_73,North,PROD-TEC-7349,Technology,Copiers,Copiers Product 45,5,91.8,0.17,380.97,225.6,155.37,0.4078,Credit Card,First Class
ORD-20235390,2025-12-27,2026-01-01,CUST-8387,Customer 8387,Home Office,Germany,State_38,City_28,East,PROD-FUR-6431,Furniture,Labels,Labels Product 1,2,439.26,0.13,764.31,524.7,239.61,0.3135,Cash on Delivery,Second Class
ORD-20235391,2025-07-08,2025-07-10,CUST-8985,Customer 8985,Home Office,France,State_5,City_75,West,PROD-FUR-4508,Furniture,Bookcases,Bookcases Product 23,9,466.81,0.01,4159.28,2038.8,2120.48,0.5098,Cash on Delivery,Same Day
ORD-20235392,2023-10-09,2023-10-14,CUST-2198,Customer 2198,Corporate,Germany,State_37,City_79,Central,PROD-FUR-7900,Furniture,Furnishings,Furnishings Product 28,1,288.89,0.1,260.0,114.42,145.58,0.5599,Cash on Delivery,Same Day
ORD-20235393,2023-04-27,2023-05-02,CUST-2956,Customer 2956,Consumer,France,State_3,City_21,West,PROD-FUR-8297,Furniture,Labels,Labels Product 35,13,127.17,0.21,1306.04,882.56,423.48,0.3242,PayPal,Standard Class
ORD-20235394,2023-01-01,2023-01-03,CUST-2093,Customer 2093,Corporate,United States,State_27,City_86,Central,PROD-FUR-2797,Furniture,Bookcases,Bookcases Product 32,11,359.57,0.18,3243.32,1874.33,1368.99,0.4221,Credit Card,Standard Class
ORD-20235395,2024-03-29,2024-04-05,CUST-5318,Customer 5318,Consumer,Australia,State_17,City_1,East,PROD-OFF-9617,Office Supplies,Envelopes,Envelopes Product 39,3,406.75,0.04,1171.44,780.39,391.05,0.3338,Cash on Delivery,Second Class
ORD-20235396,2023-07-12,2023-07-18,CUST-3800,Customer 3800,Home Office,Australia,State_41,City_97,North,PROD-FUR-2202,Furniture,Furnishings,Furnishings Product 31,6,167.64,0.16,844.91,363.28,481.63,0.57,Debit Card,First Class
ORD-20235397,2023-08-11,2023-08-15,CUST-7557,Customer 7557,Corporate,Australia,State_15,City_12,North,PROD-FUR-5056,Furniture,Bookcases,Bookcases Product 21,15,388.54,0.04,5594.98,2628.48,2966.5,0.5302,Debit Card,First Class
ORD-20235398,2024-10-02,2024-10-06,CUST-4936,Customer 4936,Consumer,Australia,State_41,City_31,West,PROD-FUR-1843,Furniture,Labels,Labels Product 9,3,383.95,0.24,875.41,636.02,239.39,0.2735,Credit Card,First Class
ORD-20235399,2023-05-09,2023-05-12,CUST-4380,Customer 4380,Corporate,United States,State_48,City_75,East,PROD-FUR-4775,Furniture,Tables,Tables Product 11,6,268.65,0.12,1418.47,594.47,824.0,0.5809,PayPal,First Class
ORD-20235400,2024-02-10,2024-02-14,CUST-5419,Customer 5419,Home Office,United Kingdom,State_6,City_56,South,PROD-FUR-3354,Furniture,Furnishings,Furnishings Product 43,7,484.54,0.2,2713.42,1273.58,1439.84,0.5306,PayPal,Standard Class
